INPUT_TABLE
Variable ID
RegionIntTechCapital

region,supplysector,subsector,intermittent.technology,year,input.capital,capital.overnight,fixed.charge.rate
HR,electricity,wind,offshore,2010,capital,515.8965529,0.073192419
JH,electricity,wind,offshore,2010,capital,515.8965529,0.073192419
JK,electricity,wind,offshore,2010,capital,515.8965529,0.073192419
KA,electricity,wind,offshore,2010,capital,177.9637791,0.073192419
KL,electricity,wind,offshore,2010,capital,515.8965529,0.073192419
LA,electricity,wind,offshore,2010,capital,515.8965529,0.073192419
LD,electricity,wind,offshore,2010,capital,515.8965529,0.073192419
MH,electricity,wind,offshore,2010,capital,229.9337664,0.073192419
ML,electricity,wind,offshore,2010,capital,515.8965529,0.073192419
MN,electricity,wind,offshore,2010,capital,515.8965529,0.073192419
MP,electricity,wind,offshore,2010,capital,352.7866543,0.073192419
MZ,electricity,wind,offshore,2010,capital,515.8965529,0.073192419
NL,electricity,wind,offshore,2010,capital,515.8965529,0.073192419
OD,electricity,wind,offshore,2010,capital,515.8965529,0.073192419
PB,electricity,wind,offshore,2010,capital,515.8965529,0.073192419
PC,electricity,wind,offshore,2010,capital,515.8965529,0.073192419
RJ,electricity,wind,offshore,2010,capital,233.5680776,0.073192419
SK,electricity,wind,offshore,2010,capital,515.8965529,0.073192419
TN,electricity,wind,offshore,2010,capital,212,0.073192419
TR,electricity,wind,offshore,2010,capital,515.8965529,0.073192419
TS,electricity,wind,offshore,2010,capital,474.299482,0.073192419
UK,electricity,wind,offshore,2010,capital,515.8965529,0.073192419
UP,electricity,wind,offshore,2010,capital,395.0586232,0.073192419
WB,electricity,wind,offshore,2010,capital,395.0586232,0.073192419
AN,electricity,wind,offshore,2015,capital,512.0086901,0.073192419
AP,electricity,wind,offshore,2015,capital,245.1165253,0.073192419
AR,electricity,wind,offshore,2015,capital,512.0086901,0.073192419
AS,electricity,wind,offshore,2015,capital,512.0086901,0.073192419
BR,electricity,wind,offshore,2015,capital,512.0086901,0.073192419
CG,electricity,wind,offshore,2015,capital,270.9588494,0.073192419
CH,electricity,wind,offshore,2015,capital,512.0086901,0.073192419
DD,electricity,wind,offshore,2015,capital,512.0086901,0.073192419
DL,electricity,wind,offshore,2015,capital,512.0086901,0.073192419
DN,electricity,wind,offshore,2015,capital,512.0086901,0.073192419
GA,electricity,wind,offshore,2015,capital,512.0086901,0.073192419
GJ,electricity,wind,offshore,2015,capital,116.5162496,0.073192419
HP,electricity,wind,offshore,2015,capital,512.0086901,0.073192419
HR,electricity,wind,offshore,2015,capital,512.0086901,0.073192419
JH,electricity,wind,offshore,2015,capital,512.0086901,0.073192419
JK,electricity,wind,offshore,2015,capital,512.0086901,0.073192419
KA,electricity,wind,offshore,2015,capital,109.5532924,0.073192419
KL,electricity,wind,offshore,2015,capital,512.0086901,0.073192419
LA,electricity,wind,offshore,2015,capital,512.0086901,0.073192419
LD,electricity,wind,offshore,2015,capital,512.0086901,0.073192419
MH,electricity,wind,offshore,2015,capital,166.4577995,0.073192419
ML,electricity,wind,offshore,2015,capital,512.0086901,0.073192419
MN,electricity,wind,offshore,2015,capital,512.0086901,0.073192419
MP,electricity,wind,offshore,2015,capital,215.1425582,0.073192419
MZ,electricity,wind,offshore,2015,capital,512.0086901,0.073192419
NL,electricity,wind,offshore,2015,capital,512.0086901,0.073192419
OD,electricity,wind,offshore,2015,capital,316.7030319,0.073192419
PB,electricity,wind,offshore,2015,capital,323.4328558,0.073192419
PC,electricity,wind,offshore,2015,capital,512.0086901,0.073192419
RJ,electricity,wind,offshore,2015,capital,205.4020998,0.073192419
SK,electricity,wind,offshore,2015,capital,328.2492374,0.073192419
TN,electricity,wind,offshore,2015,capital,218,0.073192419
TR,electricity,wind,offshore,2015,capital,512.0086901,0.073192419
TS,electricity,wind,offshore,2015,capital,224.322629,0.073192419
UK,electricity,wind,offshore,2015,capital,512.0086901,0.073192419
UP,electricity,wind,offshore,2015,capital,410.299802,0.073192419
WB,electricity,wind,offshore,2015,capital,138.5856649,0.073192419
AN,electricity,wind,offshore,2020,capital,512.0081328,0.073192419
AP,electricity,wind,offshore,2020,capital,220.7641966,0.073192419
AR,electricity,wind,offshore,2020,capital,512.0081328,0.073192419
AS,electricity,wind,offshore,2020,capital,148.6999943,0.073192419
BR,electricity,wind,offshore,2020,capital,338.7922632,0.073192419
CG,electricity,wind,offshore,2020,capital,234.7749025,0.073192419
CH,electricity,wind,offshore,2020,capital,512.0081328,0.073192419
DD,electricity,wind,offshore,2020,capital,322.9823707,0.073192419
DL,electricity,wind,offshore,2020,capital,339.9263902,0.073192419
DN,electricity,wind,offshore,2020,capital,322.9823707,0.073192419
GA,electricity,wind,offshore,2020,capital,322.9823707,0.073192419
GJ,electricity,wind,offshore,2020,capital,27.80501468,0.073192419
HP,electricity,wind,offshore,2020,capital,204.2257207,0.073192419
HR,electricity,wind,offshore,2020,capital,120.5236131,0.073192419
JH,electricity,wind,offshore,2020,capital,331.2527619,0.073192419
JK,electricity,wind,offshore,2020,capital,91.02224346,0.073192419
KA,electricity,wind,offshore,2020,capital,83.93837807,0.073192419
KL,electricity,wind,offshore,2020,capital,512.0081328,0.073192419
LA,electricity,wind,offshore,2020,capital,512.0081328,0.073192419
LD,electricity,wind,offshore,2020,capital,512.0081328,0.073192419
MH,electricity,wind,offshore,2020,capital,138.7497913,0.073192419
ML,electricity,wind,offshore,2020,capital,334.5211174,0.073192419
MN,electricity,wind,offshore,2020,capital,168.3142314,0.073192419
MP,electricity,wind,offshore,2020,capital,189.1910437,0.073192419
MZ,electricity,wind,offshore,2020,capital,333.0762977,0.073192419
NL,electricity,wind,offshore,2020,capital,336.808825,0.073192419
OD,electricity,wind,offshore,2020,capital,273.4262879,0.073192419
PB,electricity,wind,offshore,2020,capital,247.291314,0.073192419
PC,electricity,wind,offshore,2020,capital,512.0081328,0.073192419
RJ,electricity,wind,offshore,2020,capital,151.8826361,0.073192419
SK,electricity,wind,offshore,2020,capital,256.0732192,0.073192419
TN,electricity,wind,offshore,2020,capital,211,0.073192419
TR,electricity,wind,offshore,2020,capital,358.1866662,0.073192419
TS,electricity,wind,offshore,2020,capital,191.1202705,0.073192419
UK,electricity,wind,offshore,2020,capital,512.0086901,0.073192419
UP,electricity,wind,offshore,2020,capital,85.97186363,0.073192419
WB,electricity,wind,offshore,2020,capital,26.07677681,0.073192419
AN,electricity,wind,offshore,2025,capital,338.3668424,0.073192419
AP,electricity,wind,offshore,2025,capital,53.68585366,0.073192419
AR,electricity,wind,offshore,2025,capital,338.3668424,0.073192419
AS,electricity,wind,offshore,2025,capital,12.73962196,0.073192419
BR,electricity,wind,offshore,2025,capital,114.7518051,0.073192419
CG,electricity,wind,offshore,2025,capital,56.27298781,0.073192419
CH,electricity,wind,offshore,2025,capital,338.3668424,0.073192419
DD,electricity,wind,offshore,2025,capital,143.8748611,0.073192419
DL,electricity,wind,offshore,2025,capital,161.1636745,0.073192419
DN,electricity,wind,offshore,2025,capital,146.0350013,0.073192419
GA,electricity,wind,offshore,2025,capital,144.3720842,0.073192419
GJ,electricity,wind,offshore,2025,capital,1.034914137,0.043192419
HP,electricity,wind,offshore,2025,capital,48.89867943,0.073192419
HR,electricity,wind,offshore,2025,capital,10.33679159,0.073192419
JH,electricity,wind,offshore,2025,capital,124.6020607,0.073192419
JK,electricity,wind,offshore,2025,capital,2.781811107,0.073192419
KA,electricity,wind,offshore,2025,capital,2.461179765,0.073192419
KL,electricity,wind,offshore,2025,capital,338.3668424,0.073192419
LA,electricity,wind,offshore,2025,capital,338.3668424,0.073192419
LD,electricity,wind,offshore,2025,capital,338.3668424,0.073192419
MH,electricity,wind,offshore,2025,capital,1.937703702,0.073192419
ML,electricity,wind,offshore,2025,capital,156.1611442,0.073192419
MN,electricity,wind,offshore,2025,capital,21.11225157,0.073192419
MP,electricity,wind,offshore,2025,capital,33.41794656,0.073192419
MZ,electricity,wind,offshore,2025,capital,152.7559494,0.073192419
NL,electricity,wind,offshore,2025,capital,156.6912696,0.073192419
OD,electricity,wind,offshore,2025,capital,74.8044015,0.073192419
PB,electricity,wind,offshore,2025,capital,78.12949326,0.073192419
PC,electricity,wind,offshore,2025,capital,338.3668424,0.073192419
RJ,electricity,wind,offshore,2025,capital,17.13065711,0.073192419
SK,electricity,wind,offshore,2025,capital,70.18949989,0.073192419
TN,electricity,wind,offshore,2025,capital,6.2,0.043192419
TR,electricity,wind,offshore,2025,capital,178.545973,0.073192419
TS,electricity,wind,offshore,2025,capital,40.30506303,0.073192419
UK,electricity,wind,offshore,2025,capital,5.590983175,0.073192419
UP,electricity,wind,offshore,2025,capital,2.590933796,0.073192419
WB,electricity,wind,offshore,2025,capital,0.842984668,0.043192419
AN,electricity,wind,offshore,2030,capital,338.3668424,0.073192419
AP,electricity,wind,offshore,2030,capital,53.68585366,0.073192419
AR,electricity,wind,offshore,2030,capital,338.3668424,0.073192419
AS,electricity,wind,offshore,2030,capital,12.73962196,0.073192419
BR,electricity,wind,offshore,2030,capital,114.7518051,0.073192419
CG,electricity,wind,offshore,2030,capital,56.27298781,0.073192419
CH,electricity,wind,offshore,2030,capital,338.3668424,0.073192419
DD,electricity,wind,offshore,2030,capital,143.8748611,0.073192419
DL,electricity,wind,offshore,2030,capital,161.1636745,0.073192419
DN,electricity,wind,offshore,2030,capital,146.0350013,0.073192419
GA,electricity,wind,offshore,2030,capital,144.3720842,0.073192419
GJ,electricity,wind,offshore,2030,capital,1.034914137,0.073192419
HP,electricity,wind,offshore,2030,capital,48.89867943,0.073192419
HR,electricity,wind,offshore,2030,capital,10.33679159,0.073192419
JH,electricity,wind,offshore,2030,capital,124.6020607,0.073192419
JK,electricity,wind,offshore,2030,capital,2.781811107,0.073192419
KA,electricity,wind,offshore,2030,capital,2.461179765,0.073192419
KL,electricity,wind,offshore,2030,capital,338.3668424,0.073192419
LA,electricity,wind,offshore,2030,capital,338.3668424,0.073192419
LD,electricity,wind,offshore,2030,capital,338.3668424,0.073192419
MH,electricity,wind,offshore,2030,capital,1.937703702,0.073192419
ML,electricity,wind,offshore,2030,capital,156.1611442,0.073192419
MN,electricity,wind,offshore,2030,capital,21.11225157,0.073192419
MP,electricity,wind,offshore,2030,capital,33.41794656,0.073192419
MZ,electricity,wind,offshore,2030,capital,152.7559494,0.073192419
NL,electricity,wind,offshore,2030,capital,156.6912696,0.073192419
OD,electricity,wind,offshore,2030,capital,74.8044015,0.073192419
PB,electricity,wind,offshore,2030,capital,78.12949326,0.073192419
PC,electricity,wind,offshore,2030,capital,338.3668424,0.073192419
RJ,electricity,wind,offshore,2030,capital,17.13065711,0.073192419
SK,electricity,wind,offshore,2030,capital,70.18949989,0.073192419
TN,electricity,wind,offshore,2030,capital,6.2,0.073192419
TR,electricity,wind,offshore,2030,capital,178.545973,0.073192419
TS,electricity,wind,offshore,2030,capital,40.30506303,0.073192419
UK,electricity,wind,offshore,2030,capital,5.590983175,0.073192419
UP,electricity,wind,offshore,2030,capital,2.590933796,0.073192419
WB,electricity,wind,offshore,2030,capital,0.842984668,0.073192419
AN,electricity,wind,offshore,2035,capital,338.3668424,0.073192419
AP,electricity,wind,offshore,2035,capital,53.68585366,0.073192419
AR,electricity,wind,offshore,2035,capital,338.3668424,0.073192419
AS,electricity,wind,offshore,2035,capital,12.73962196,0.073192419
BR,electricity,wind,offshore,2035,capital,114.7518051,0.073192419
CG,electricity,wind,offshore,2035,capital,56.27298781,0.073192419
CH,electricity,wind,offshore,2035,capital,338.3668424,0.073192419
DD,electricity,wind,offshore,2035,capital,143.8748611,0.073192419
DL,electricity,wind,offshore,2035,capital,161.1636745,0.073192419
DN,electricity,wind,offshore,2035,capital,146.0350013,0.073192419
GA,electricity,wind,offshore,2035,capital,144.3720842,0.073192419
GJ,electricity,wind,offshore,2035,capital,1.034914137,0.073192419
HP,electricity,wind,offshore,2035,capital,48.89867943,0.073192419
HR,electricity,wind,offshore,2035,capital,10.33679159,0.073192419
JH,electricity,wind,offshore,2035,capital,124.6020607,0.073192419
JK,electricity,wind,offshore,2035,capital,2.781811107,0.073192419
KA,electricity,wind,offshore,2035,capital,2.461179765,0.073192419
KL,electricity,wind,offshore,2035,capital,338.3668424,0.073192419
LA,electricity,wind,offshore,2035,capital,338.3668424,0.073192419
LD,electricity,wind,offshore,2035,capital,338.3668424,0.073192419
MH,electricity,wind,offshore,2035,capital,1.937703702,0.073192419
ML,electricity,wind,offshore,2035,capital,156.1611442,0.073192419
MN,electricity,wind,offshore,2035,capital,21.11225157,0.073192419
MP,electricity,wind,offshore,2035,capital,33.41794656,0.073192419
MZ,electricity,wind,offshore,2035,capital,152.7559494,0.073192419
NL,electricity,wind,offshore,2035,capital,156.6912696,0.073192419
OD,electricity,wind,offshore,2035,capital,74.8044015,0.073192419
PB,electricity,wind,offshore,2035,capital,78.12949326,0.073192419
PC,electricity,wind,offshore,2035,capital,338.3668424,0.073192419
RJ,electricity,wind,offshore,2035,capital,17.13065711,0.073192419
SK,electricity,wind,offshore,2035,capital,70.18949989,0.073192419
TN,electricity,wind,offshore,2035,capital,6.2,0.073192419
TR,electricity,wind,offshore,2035,capital,178.545973,0.073192419
TS,electricity,wind,offshore,2035,capital,40.30506303,0.073192419
UK,electricity,wind,offshore,2035,capital,5.590983175,0.073192419
UP,electricity,wind,offshore,2035,capital,2.590933796,0.073192419
WB,electricity,wind,offshore,2035,capital,0.842984668,0.073192419
AN,electricity,wind,offshore,2040,capital,338.3668424,0.073192419
AP,electricity,wind,offshore,2040,capital,53.68585366,0.073192419
AR,electricity,wind,offshore,2040,capital,338.3668424,0.073192419
AS,electricity,wind,offshore,2040,capital,12.73962196,0.073192419
BR,electricity,wind,offshore,2040,capital,114.7518051,0.073192419
CG,electricity,wind,offshore,2040,capital,56.27298781,0.073192419
CH,electricity,wind,offshore,2040,capital,338.3668424,0.073192419
DD,electricity,wind,offshore,2040,capital,143.8748611,0.073192419
DL,electricity,wind,offshore,2040,capital,161.1636745,0.073192419
DN,electricity,wind,offshore,2040,capital,146.0350013,0.073192419
GA,electricity,wind,offshore,2040,capital,144.3720842,0.073192419
GJ,electricity,wind,offshore,2040,capital,1.034914137,0.073192419
HP,electricity,wind,offshore,2040,capital,48.89867943,0.073192419
HR,electricity,wind,offshore,2040,capital,10.33679159,0.073192419
JH,electricity,wind,offshore,2040,capital,124.6020607,0.073192419
JK,electricity,wind,offshore,2040,capital,2.781811107,0.073192419
KA,electricity,wind,offshore,2040,capital,2.461179765,0.073192419
KL,electricity,wind,offshore,2040,capital,338.3668424,0.073192419
LA,electricity,wind,offshore,2040,capital,338.3668424,0.073192419
LD,electricity,wind,offshore,2040,capital,338.3668424,0.073192419
MH,electricity,wind,offshore,2040,capital,1.937703702,0.073192419
ML,electricity,wind,offshore,2040,capital,156.1611442,0.073192419
MN,electricity,wind,offshore,2040,capital,21.11225157,0.073192419
MP,electricity,wind,offshore,2040,capital,33.41794656,0.073192419
MZ,electricity,wind,offshore,2040,capital,152.7559494,0.073192419
NL,electricity,wind,offshore,2040,capital,156.6912696,0.073192419
OD,electricity,wind,offshore,2040,capital,74.8044015,0.073192419
PB,electricity,wind,offshore,2040,capital,78.12949326,0.073192419
PC,electricity,wind,offshore,2040,capital,338.3668424,0.073192419
RJ,electricity,wind,offshore,2040,capital,17.13065711,0.073192419
SK,electricity,wind,offshore,2040,capital,70.18949989,0.073192419
TN,electricity,wind,offshore,2040,capital,6.2,0.073192419
TR,electricity,wind,offshore,2040,capital,178.545973,0.073192419
TS,electricity,wind,offshore,2040,capital,40.30506303,0.073192419
UK,electricity,wind,offshore,2040,capital,5.590983175,0.073192419
UP,electricity,wind,offshore,2040,capital,2.590933796,0.073192419
WB,electricity,wind,offshore,2040,capital,0.842984668,0.073192419
AN,electricity,wind,offshore,2045,capital,338.3668424,0.073192419
AP,electricity,wind,offshore,2045,capital,53.68585366,0.073192419
AR,electricity,wind,offshore,2045,capital,338.3668424,0.073192419
AS,electricity,wind,offshore,2045,capital,12.73962196,0.073192419
BR,electricity,wind,offshore,2045,capital,114.7518051,0.073192419
CG,electricity,wind,offshore,2045,capital,56.27298781,0.073192419
CH,electricity,wind,offshore,2045,capital,338.3668424,0.073192419
DD,electricity,wind,offshore,2045,capital,143.8748611,0.073192419
DL,electricity,wind,offshore,2045,capital,161.1636745,0.073192419
DN,electricity,wind,offshore,2045,capital,146.0350013,0.073192419
GA,electricity,wind,offshore,2045,capital,144.3720842,0.073192419
GJ,electricity,wind,offshore,2045,capital,1.034914137,0.073192419
HP,electricity,wind,offshore,2045,capital,48.89867943,0.073192419
HR,electricity,wind,offshore,2045,capital,10.33679159,0.073192419
JH,electricity,wind,offshore,2045,capital,124.6020607,0.073192419
JK,electricity,wind,offshore,2045,capital,2.781811107,0.073192419
KA,electricity,wind,offshore,2045,capital,2.461179765,0.073192419
KL,electricity,wind,offshore,2045,capital,338.3668424,0.073192419
LA,electricity,wind,offshore,2045,capital,338.3668424,0.073192419
LD,electricity,wind,offshore,2045,capital,338.3668424,0.073192419
MH,electricity,wind,offshore,2045,capital,1.937703702,0.073192419
ML,electricity,wind,offshore,2045,capital,156.1611442,0.073192419
MN,electricity,wind,offshore,2045,capital,21.11225157,0.073192419
MP,electricity,wind,offshore,2045,capital,33.41794656,0.073192419
MZ,electricity,wind,offshore,2045,capital,152.7559494,0.073192419
NL,electricity,wind,offshore,2045,capital,156.6912696,0.073192419
OD,electricity,wind,offshore,2045,capital,74.8044015,0.073192419
PB,electricity,wind,offshore,2045,capital,78.12949326,0.073192419
PC,electricity,wind,offshore,2045,capital,338.3668424,0.073192419
RJ,electricity,wind,offshore,2045,capital,17.13065711,0.073192419
SK,electricity,wind,offshore,2045,capital,70.18949989,0.073192419
TN,electricity,wind,offshore,2045,capital,6.2,0.073192419
TR,electricity,wind,offshore,2045,capital,178.545973,0.073192419
TS,electricity,wind,offshore,2045,capital,40.30506303,0.073192419
UK,electricity,wind,offshore,2045,capital,5.590983175,0.073192419
UP,electricity,wind,offshore,2045,capital,2.590933796,0.073192419
WB,electricity,wind,offshore,2045,capital,0.842984668,0.073192419
AN,electricity,wind,offshore,2050,capital,338.3668424,0.073192419
AP,electricity,wind,offshore,2050,capital,53.68585366,0.073192419
AR,electricity,wind,offshore,2050,capital,338.3668424,0.073192419
AS,electricity,wind,offshore,2050,capital,12.73962196,0.073192419
BR,electricity,wind,offshore,2050,capital,114.7518051,0.073192419
CG,electricity,wind,offshore,2050,capital,56.27298781,0.073192419
CH,electricity,wind,offshore,2050,capital,338.3668424,0.073192419
DD,electricity,wind,offshore,2050,capital,143.8748611,0.073192419
DL,electricity,wind,offshore,2050,capital,161.1636745,0.073192419
DN,electricity,wind,offshore,2050,capital,146.0350013,0.073192419
GA,electricity,wind,offshore,2050,capital,144.3720842,0.073192419
GJ,electricity,wind,offshore,2050,capital,1.034914137,0.073192419
HP,electricity,wind,offshore,2050,capital,48.89867943,0.073192419
HR,electricity,wind,offshore,2050,capital,10.33679159,0.073192419
JH,electricity,wind,offshore,2050,capital,124.6020607,0.073192419
JK,electricity,wind,offshore,2050,capital,2.781811107,0.073192419
KA,electricity,wind,offshore,2050,capital,2.461179765,0.073192419
KL,electricity,wind,offshore,2050,capital,338.3668424,0.073192419
LA,electricity,wind,offshore,2050,capital,338.3668424,0.073192419
LD,electricity,wind,offshore,2050,capital,338.3668424,0.073192419
MH,electricity,wind,offshore,2050,capital,1.937703702,0.073192419
ML,electricity,wind,offshore,2050,capital,156.1611442,0.073192419
MN,electricity,wind,offshore,2050,capital,21.11225157,0.073192419
MP,electricity,wind,offshore,2050,capital,33.41794656,0.073192419
MZ,electricity,wind,offshore,2050,capital,152.7559494,0.073192419
NL,electricity,wind,offshore,2050,capital,156.6912696,0.073192419
OD,electricity,wind,offshore,2050,capital,74.8044015,0.073192419
PB,electricity,wind,offshore,2050,capital,78.12949326,0.073192419
PC,electricity,wind,offshore,2050,capital,338.3668424,0.073192419
RJ,electricity,wind,offshore,2050,capital,17.13065711,0.073192419
SK,electricity,wind,offshore,2050,capital,70.18949989,0.073192419
TN,electricity,wind,offshore,2050,capital,6.2,0.073192419
TR,electricity,wind,offshore,2050,capital,178.545973,0.073192419
TS,electricity,wind,offshore,2050,capital,40.30506303,0.073192419
UK,electricity,wind,offshore,2050,capital,5.590983175,0.073192419
UP,electricity,wind,offshore,2050,capital,2.590933796,0.073192419
WB,electricity,wind,offshore,2050,capital,0.842984668,0.073192419
AN,electricity,wind,offshore,2055,capital,338.3668424,0.073192419
AP,electricity,wind,offshore,2055,capital,53.68585366,0.073192419
AR,electricity,wind,offshore,2055,capital,338.3668424,0.073192419
AS,electricity,wind,offshore,2055,capital,12.73962196,0.073192419
BR,electricity,wind,offshore,2055,capital,114.7518051,0.073192419
CG,electricity,wind,offshore,2055,capital,56.27298781,0.073192419
CH,electricity,wind,offshore,2055,capital,338.3668424,0.073192419
DD,electricity,wind,offshore,2055,capital,143.8748611,0.073192419
DL,electricity,wind,offshore,2055,capital,161.1636745,0.073192419
DN,electricity,wind,offshore,2055,capital,146.0350013,0.073192419
GA,electricity,wind,offshore,2055,capital,144.3720842,0.073192419
GJ,electricity,wind,offshore,2055,capital,1.034914137,0.073192419
HP,electricity,wind,offshore,2055,capital,48.89867943,0.073192419
HR,electricity,wind,offshore,2055,capital,10.33679159,0.073192419
JH,electricity,wind,offshore,2055,capital,124.6020607,0.073192419
JK,electricity,wind,offshore,2055,capital,2.781811107,0.073192419
KA,electricity,wind,offshore,2055,capital,2.461179765,0.073192419
KL,electricity,wind,offshore,2055,capital,338.3668424,0.073192419
LA,electricity,wind,offshore,2055,capital,338.3668424,0.073192419
LD,electricity,wind,offshore,2055,capital,338.3668424,0.073192419
MH,electricity,wind,offshore,2055,capital,1.937703702,0.073192419
ML,electricity,wind,offshore,2055,capital,156.1611442,0.073192419
MN,electricity,wind,offshore,2055,capital,21.11225157,0.073192419
MP,electricity,wind,offshore,2055,capital,33.41794656,0.073192419
MZ,electricity,wind,offshore,2055,capital,152.7559494,0.073192419
NL,electricity,wind,offshore,2055,capital,156.6912696,0.073192419
OD,electricity,wind,offshore,2055,capital,74.8044015,0.073192419
PB,electricity,wind,offshore,2055,capital,78.12949326,0.073192419
PC,electricity,wind,offshore,2055,capital,338.3668424,0.073192419
RJ,electricity,wind,offshore,2055,capital,17.13065711,0.073192419
SK,electricity,wind,offshore,2055,capital,70.18949989,0.073192419
TN,electricity,wind,offshore,2055,capital,6.2,0.073192419
TR,electricity,wind,offshore,2055,capital,178.545973,0.073192419
TS,electricity,wind,offshore,2055,capital,40.30506303,0.073192419
UK,electricity,wind,offshore,2055,capital,5.590983175,0.073192419
UP,electricity,wind,offshore,2055,capital,2.590933796,0.073192419
WB,electricity,wind,offshore,2055,capital,0.842984668,0.073192419
AN,electricity,wind,offshore,2060,capital,338.3668424,0.073192419
AP,electricity,wind,offshore,2060,capital,53.68585366,0.073192419
AR,electricity,wind,offshore,2060,capital,338.3668424,0.073192419
AS,electricity,wind,offshore,2060,capital,12.73962196,0.073192419
BR,electricity,wind,offshore,2060,capital,114.7518051,0.073192419
CG,electricity,wind,offshore,2060,capital,56.27298781,0.073192419
CH,electricity,wind,offshore,2060,capital,338.3668424,0.073192419
DD,electricity,wind,offshore,2060,capital,143.8748611,0.073192419
DL,electricity,wind,offshore,2060,capital,161.1636745,0.073192419
DN,electricity,wind,offshore,2060,capital,146.0350013,0.073192419
GA,electricity,wind,offshore,2060,capital,144.3720842,0.073192419
GJ,electricity,wind,offshore,2060,capital,1.034914137,0.073192419
HP,electricity,wind,offshore,2060,capital,48.89867943,0.073192419
HR,electricity,wind,offshore,2060,capital,10.33679159,0.073192419
JH,electricity,wind,offshore,2060,capital,124.6020607,0.073192419
JK,electricity,wind,offshore,2060,capital,2.781811107,0.073192419
KA,electricity,wind,offshore,2060,capital,2.461179765,0.073192419
KL,electricity,wind,offshore,2060,capital,338.3668424,0.073192419
LA,electricity,wind,offshore,2060,capital,338.3668424,0.073192419
LD,electricity,wind,offshore,2060,capital,338.3668424,0.073192419
MH,electricity,wind,offshore,2060,capital,1.937703702,0.073192419
ML,electricity,wind,offshore,2060,capital,156.1611442,0.073192419
MN,electricity,wind,offshore,2060,capital,21.11225157,0.073192419
MP,electricity,wind,offshore,2060,capital,33.41794656,0.073192419
MZ,electricity,wind,offshore,2060,capital,152.7559494,0.073192419
NL,electricity,wind,offshore,2060,capital,156.6912696,0.073192419
OD,electricity,wind,offshore,2060,capital,74.8044015,0.073192419
PB,electricity,wind,offshore,2060,capital,78.12949326,0.073192419
PC,electricity,wind,offshore,2060,capital,338.3668424,0.073192419
RJ,electricity,wind,offshore,2060,capital,17.13065711,0.073192419
SK,electricity,wind,offshore,2060,capital,70.18949989,0.073192419
TN,electricity,wind,offshore,2060,capital,6.2,0.073192419
TR,electricity,wind,offshore,2060,capital,178.545973,0.073192419
TS,electricity,wind,offshore,2060,capital,40.30506303,0.073192419
UK,electricity,wind,offshore,2060,capital,5.590983175,0.073192419
UP,electricity,wind,offshore,2060,capital,2.590933796,0.073192419
WB,electricity,wind,offshore,2060,capital,0.842984668,0.073192419
AN,electricity,wind,offshore,2065,capital,338.3668424,0.073192419
AP,electricity,wind,offshore,2065,capital,53.68585366,0.073192419
AR,electricity,wind,offshore,2065,capital,338.3668424,0.073192419
AS,electricity,wind,offshore,2065,capital,12.73962196,0.073192419
BR,electricity,wind,offshore,2065,capital,114.7518051,0.073192419
CG,electricity,wind,offshore,2065,capital,56.27298781,0.073192419
CH,electricity,wind,offshore,2065,capital,338.3668424,0.073192419
DD,electricity,wind,offshore,2065,capital,143.8748611,0.073192419
DL,electricity,wind,offshore,2065,capital,161.1636745,0.073192419
DN,electricity,wind,offshore,2065,capital,146.0350013,0.073192419
GA,electricity,wind,offshore,2065,capital,144.3720842,0.073192419
GJ,electricity,wind,offshore,2065,capital,1.034914137,0.073192419
HP,electricity,wind,offshore,2065,capital,48.89867943,0.073192419
HR,electricity,wind,offshore,2065,capital,10.33679159,0.073192419
JH,electricity,wind,offshore,2065,capital,124.6020607,0.073192419
JK,electricity,wind,offshore,2065,capital,2.781811107,0.073192419
KA,electricity,wind,offshore,2065,capital,2.461179765,0.073192419
KL,electricity,wind,offshore,2065,capital,338.3668424,0.073192419
LA,electricity,wind,offshore,2065,capital,338.3668424,0.073192419
LD,electricity,wind,offshore,2065,capital,338.3668424,0.073192419
MH,electricity,wind,offshore,2065,capital,1.937703702,0.073192419
ML,electricity,wind,offshore,2065,capital,156.1611442,0.073192419
MN,electricity,wind,offshore,2065,capital,21.11225157,0.073192419
MP,electricity,wind,offshore,2065,capital,33.41794656,0.073192419
MZ,electricity,wind,offshore,2065,capital,152.7559494,0.073192419
NL,electricity,wind,offshore,2065,capital,156.6912696,0.073192419
OD,electricity,wind,offshore,2065,capital,74.8044015,0.073192419
PB,electricity,wind,offshore,2065,capital,78.12949326,0.073192419
PC,electricity,wind,offshore,2065,capital,338.3668424,0.073192419
RJ,electricity,wind,offshore,2065,capital,17.13065711,0.073192419
SK,electricity,wind,offshore,2065,capital,70.18949989,0.073192419
TN,electricity,wind,offshore,2065,capital,6.2,0.073192419
TR,electricity,wind,offshore,2065,capital,178.545973,0.073192419
TS,electricity,wind,offshore,2065,capital,40.30506303,0.073192419
UK,electricity,wind,offshore,2065,capital,5.590983175,0.073192419
UP,electricity,wind,offshore,2065,capital,2.590933796,0.073192419
WB,electricity,wind,offshore,2065,capital,0.842984668,0.073192419
AN,electricity,wind,offshore,2070,capital,338.3668424,0.073192419
AP,electricity,wind,offshore,2070,capital,53.68585366,0.073192419
AR,electricity,wind,offshore,2070,capital,338.3668424,0.073192419
AS,electricity,wind,offshore,2070,capital,12.73962196,0.073192419
